Variable,Coef,S.E.,t.value,p.value,Area
(Intercept),412.679387899286,7.09252703046878,58.185099066448,0,Reading
(Intercept),382.473369897934,5.76015493861689,66.3998406247336,0,Mathematics
(Intercept),403.012221644648,6.91225714813092,58.3039972339025,0,Sciences
